"","dynamicColors","mergedColors"
"SRGAP2B","turquoise","lightcyan"
"FAM72D","yellow","lightyellow"
"GPR89A","tan","tan"
"PDZK1","grey","grey"
"CD160","red","purple"
"RNF115","blue","lightcyan"
"POLR3C","green","lightcyan"
"NUDT17","turquoise","lightcyan"
"PIAS3","turquoise","lightcyan"
"ANKRD35","brown","greenyellow"
"ITGA10","brown","greenyellow"
"PEX11B","green","lightcyan"
"RBM8A","green","lightcyan"
"LIX1L","brown","greenyellow"
"ANKRD34A","brown","greenyellow"
"POLR3GL","grey","grey"
"TXNIP","brown","greenyellow"
"NBPF12","blue","lightcyan"
"PRKAB2","blue","lightcyan"
"FMO5","grey","grey"
"CHD1L","yellow","lightyellow"
"BCL9","turquoise","lightcyan"
"ACP6","green","lightcyan"
"GJA5","greenyellow","greenyellow"
"GPR89B","tan","tan"
"NBPF11","blue","lightcyan"
"NBPF14","blue","lightcyan"
"PDE4DIP","blue","lightcyan"
"NBPF9","turquoise","lightcyan"
"FCGR1A","purple","purple"
"BOLA1","grey","grey"
"SV2A","brown","greenyellow"
"SF3B4","yellow","lightyellow"
"MTMR11","grey","grey"
"OTUD7B","turquoise","lightcyan"
"VPS45","turquoise","lightcyan"
"PLEKHO1","brown","greenyellow"
"ANP32E","yellow","lightyellow"
"CA14","grey","grey"
"APH1A","black","lightyellow"
"C1orf54","purple","purple"
"CIART","grey","grey"
"MRPS21","grey","grey"
"PRPF3","tan","tan"
"RPRD2","turquoise","lightcyan"
"TARS2","black","lightyellow"
"ECM1","darkred","darkred"
"ADAMTSL4","brown","greenyellow"
"MCL1","blue","lightcyan"
"ENSA","yellow","lightyellow"
"GOLPH3L","green","lightcyan"
"HORMAD1","grey","grey"
"CTSS","purple","purple"
"CTSK","pink","greenyellow"
"ARNT","turquoise","lightcyan"
"SETDB1","turquoise","lightcyan"
"CERS2","turquoise","lightcyan"
"ANXA9","grey","grey"
"MINDY1","turquoise","lightcyan"
"PRUNE1","turquoise","lightcyan"
"C1orf56","grey","grey"
"CDC42SE1","turquoise","lightcyan"
"MLLT11","brown","greenyellow"
"GABPB2","blue","lightcyan"
"SEMA6C","brown","greenyellow"
"TNFAIP8L2","red","purple"
"SCNM1","yellow","lightyellow"
"LYSMD1","turquoise","lightcyan"
"VPS72","yellow","lightyellow"
"PIP5K1A","turquoise","lightcyan"
"PSMD4","yellow","lightyellow"
"ZNF687","turquoise","lightcyan"
"PI4KB","turquoise","lightcyan"
"RFX5","turquoise","lightcyan"
"SELENBP1","grey","grey"
"PSMB4","yellow","lightyellow"
"POGZ","turquoise","lightcyan"
"CGN","turquoise","lightcyan"
"TUFT1","turquoise","lightcyan"
"SNX27","turquoise","lightcyan"
"MRPL9","yellow","lightyellow"
"TDRKH","turquoise","lightcyan"
"RORC","grey","grey"
"C2CD4D","grey","grey"
"THEM5","grey","grey"
"THEM4","grey","grey"
"S100A10","grey","grey"
"S100A11","grey","grey"
"SPRR1A","darkred","darkred"
"SPRR3","darkred","darkred"
"SPRR1B","darkred","darkred"
"SPRR2A","darkred","darkred"
"PGLYRP3","darkred","darkred"
"S100A9","purple","purple"
"S100A12","purple","purple"
"S100A8","purple","purple"
"S100A7","purple","purple"
"S100A6","grey","grey"
"S100A5","grey","grey"
"S100A4","grey","grey"
"S100A3","grey","grey"
"S100A2","darkred","darkred"
"S100A16","grey","grey"
"S100A14","grey","grey"
"S100A13","grey","grey"
"S100A1","grey","grey"
"CHTOP","green","lightcyan"
"SNAPIN","grey","grey"
"ILF2","yellow","lightyellow"
"NPR1","greenyellow","greenyellow"
"INTS3","turquoise","lightcyan"
"SLC27A3","grey","grey"
"GATAD2B","turquoise","lightcyan"
"DENND4B","turquoise","lightcyan"
"CRTC2","turquoise","lightcyan"
"SLC39A1","black","lightyellow"
"CREB3L4","grey","grey"
"JTB","yellow","lightyellow"
"RAB13","grey","grey"
"RPS27","midnightblue","midnightblue"
"TPM3","yellow","lightyellow"
"C1orf43","yellow","lightyellow"
"UBAP2L","turquoise","lightcyan"
"HAX1","yellow","lightyellow"
"ATP8B2","pink","greenyellow"
"IL6R","red","purple"
"SHE","greenyellow","greenyellow"
"TDRD10","greenyellow","greenyellow"
"UBE2Q1","turquoise","lightcyan"
"ADAR","turquoise","lightcyan"
"KCNN3","greenyellow","greenyellow"
"PMVK","grey","grey"
"PBXIP1","brown","greenyellow"
"PYGO2","turquoise","lightcyan"
"SHC1","turquoise","lightcyan"
"CKS1B","yellow","lightyellow"
"FLAD1","yellow","lightyellow"
"ZBTB7B","turquoise","lightcyan"
"DCST2","grey","grey"
"ADAM15","turquoise","lightcyan"
"EFNA4","brown","greenyellow"
"EFNA3","red","purple"
"EFNA1","red","purple"
"SLC50A1","brown","greenyellow"
"DPM3","grey","grey"
"KRTCAP2","grey","grey"
"AL713999.1","tan","tan"
"TRIM46","grey","grey"
"MUC1","grey","grey"
"THBS3","brown","greenyellow"
"MTX1","black","lightyellow"
"GBA","turquoise","lightcyan"
"FAM189B","turquoise","lightcyan"
"SCAMP3","yellow","lightyellow"
"CLK2","tan","tan"
"HCN3","tan","tan"
"FDPS","yellow","lightyellow"
"RUSC1","turquoise","lightcyan"
"ASH1L","turquoise","lightcyan"
"MSTO1","turquoise","lightcyan"
"YY1AP1","turquoise","lightcyan"
"DAP3","yellow","lightyellow"
"GON4L","turquoise","lightcyan"
"SYT11","brown","greenyellow"
"RIT1","blue","lightcyan"
"KHDC4","tan","tan"
"RXFP4","grey","grey"
"ARHGEF2","turquoise","lightcyan"
"SSR2","yellow","lightyellow"
"UBQLN4","turquoise","lightcyan"
"LAMTOR2","magenta","lightyellow"
"RAB25","brown","greenyellow"
"MEX3A","salmon","lightyellow"
"LMNA","turquoise","lightcyan"
"SEMA4A","red","purple"
"SLC25A44","turquoise","lightcyan"
"PMF1-BGLAP","grey","grey"
"PMF1","yellow","lightyellow"
"BGLAP","tan","tan"
"PAQR6","grey","grey"
"SMG5","salmon","lightyellow"
"TMEM79","darkred","darkred"
"GLMP","turquoise","lightcyan"
"CCT3","yellow","lightyellow"
"TSACC","yellow","lightyellow"
"MEF2D","cyan","greenyellow"
"IQGAP3","yellow","lightyellow"
"NAXE","magenta","lightyellow"
"GPATCH4","yellow","lightyellow"
"BCAN","grey","grey"
"NES","greenyellow","greenyellow"
"CRABP2","grey","grey"
"ISG20L2","green","lightcyan"
"RRNAD1","turquoise","lightcyan"
"MRPL24","magenta","lightyellow"
"HDGF","yellow","lightyellow"
"PRCC","black","lightyellow"
"SH2D2A","red","purple"
"PEAR1","greenyellow","greenyellow"
"ARHGEF11","turquoise","lightcyan"
"ETV3","turquoise","lightcyan"
"FCRL5","red","purple"
"FCRL3","red","purple"
"FCRL2","red","purple"
"FCRL1","red","purple"
"KIRREL1","pink","greenyellow"
"CD1D","red","purple"
"CD1A","red","purple"
"CD1C","red","purple"
"CD1B","red","purple"
"CD1E","red","purple"
"MNDA","purple","purple"
"PYHIN1","red","purple"
"IFI16","red","purple"
"AIM2","red","purple"
"CADM3","brown","greenyellow"
"ACKR1","brown","greenyellow"
"FCER1A","red","purple"
"DUSP23","grey","grey"
"FCRL6","red","purple"
"SLAMF8","purple","purple"
"CFAP45","grey","grey"
"TAGLN2","black","lightyellow"
"IGSF9","salmon","lightyellow"
"SLAMF9","grey","grey"
"KCNJ10","red","purple"
"PIGM","turquoise","lightcyan"
"IGSF8","black","lightyellow"
"ATP1A2","brown","greenyellow"
"PEA15","pink","greenyellow"
"DCAF8","blue","lightcyan"
"PEX19","turquoise","lightcyan"
"COPA","turquoise","lightcyan"
"NCSTN","turquoise","lightcyan"
"VANGL2","brown","greenyellow"
"SLAMF6","red","purple"
"CD84","purple","purple"
"SLAMF1","red","purple"
"CD48","red","purple"
"SLAMF7","red","purple"
"LY9","red","purple"
"CD244","red","purple"
"ITLN1","grey","grey"
"F11R","green","lightcyan"
"TSTD1","grey","grey"
"USF1","black","lightyellow"
"ARHGAP30","red","purple"
"NECTIN4","grey","grey"
"KLHDC9","grey","grey"
"PFDN2","yellow","lightyellow"
"NIT1","turquoise","lightcyan"
"DEDD","turquoise","lightcyan"
"UFC1","grey","grey"
"USP21","turquoise","lightcyan"
"PPOX","turquoise","lightcyan"
"B4GALT3","black","lightyellow"
"ADAMTS4","greenyellow","greenyellow"
"NDUFS2","turquoise","lightcyan"
"FCER1G","purple","purple"
"APOA2","grey","grey"
"TOMM40L","turquoise","lightcyan"
"PCP4L1","brown","greenyellow"
"MPZ","brown","greenyellow"
"SDHC","green","lightcyan"
"FCGR2A","purple","purple"
"HSPA6","grey","grey"
"FCGR3A","purple","purple"
"FCGR3B","purple","purple"
"FCGR2B","red","purple"
"FCRLA","red","purple"
"FCRLB","red","purple"
"DUSP12","yellow","lightyellow"
"ATF6","turquoise","lightcyan"
"OLFML2B","pink","greenyellow"
"NOS1AP","turquoise","lightcyan"
"SPATA46","blue","lightcyan"
"C1orf226","turquoise","lightcyan"
"SH2D1B","grey","grey"
"UHMK1","green","lightcyan"
"UAP1","green","lightcyan"
"DDR2","brown","greenyellow"
"HSD17B7","yellow","lightyellow"
"RGS4","brown","greenyellow"
"RGS5","brown","greenyellow"
"NUF2","yellow","lightyellow"
"PBX1","brown","greenyellow"
"MGST3","grey","grey"
"ALDH9A1","green","lightcyan"
"TMCO1","grey","grey"
"UCK2","yellow","lightyellow"
"FAM78B","brown","greenyellow"
"POGK","green","lightcyan"
"TADA1","green","lightcyan"
"ILDR2","brown","greenyellow"
"GPA33","grey","grey"
"POU2F1","green","lightcyan"
"CD247","red","purple"
"CREG1","turquoise","lightcyan"
"RCSD1","red","purple"
"MPZL1","turquoise","lightcyan"
"MPC2","grey","grey"
"DCAF6","blue","lightcyan"
"GPR161","brown","greenyellow"
"TIPRL","green","lightcyan"
"SFT2D2","blue","lightcyan"
"TBX19","tan","tan"
"XCL2","red","purple"
"XCL1","grey","grey"
"DPT","brown","greenyellow"
"ATP1B1","grey","grey"
"NME7","blue","lightcyan"
"BLZF1","green","lightcyan"
"SLC19A2","green","lightcyan"
"F5","grey","grey"
"SELP","greenyellow","greenyellow"
"C1orf112","yellow","lightyellow"
"SELL","red","purple"
"SELE","greenyellow","greenyellow"
"METTL18","green","lightcyan"
"SCYL3","turquoise","lightcyan"
"KIFAP3","blue","lightcyan"
"GORAB","blue","lightcyan"
"PRRX1","pink","greenyellow"
"FMO3","grey","grey"
"FMO2","brown","greenyellow"
"FMO1","pink","greenyellow"
"FMO4","grey","grey"
"PRRC2C","green","lightcyan"
"MYOC","brown","greenyellow"
"VAMP4","blue","lightcyan"
"EEF1AKNMT","turquoise","lightcyan"
"DNM3","brown","greenyellow"
"PIGC","green","lightcyan"
"SUCO","green","lightcyan"
"FASLG","red","purple"
"TNFSF18","red","purple"
"TNFSF4","pink","greenyellow"
"PRDX6","yellow","lightyellow"
"ANKRD45","grey","grey"
"KLHL20","blue","lightcyan"
"CENPL","yellow","lightyellow"
"DARS2","yellow","lightyellow"
"ZBTB37","blue","lightcyan"
"RC3H1","blue","lightcyan"
"RABGAP1L","blue","lightcyan"
"CACYBP","yellow","lightyellow"
"TNN","brown","greenyellow"
"KIAA0040","turquoise","lightcyan"
"COP1","green","lightcyan"
"RASAL2","blue","lightcyan"
"RALGPS2","blue","lightcyan"
"ANGPTL1","brown","greenyellow"
"FAM20B","blue","lightcyan"
"TOR3A","black","lightyellow"
"ABL2","blue","lightcyan"
"SOAT1","purple","purple"
"AXDND1","grey","grey"
"TDRD5","grey","grey"
"FAM163A","brown","greenyellow"
"TOR1AIP2","green","lightcyan"
"TOR1AIP1","cyan","greenyellow"
"CEP350","blue","lightcyan"
"QSOX1","turquoise","lightcyan"
"LHX4","tan","tan"
"ACBD6","green","lightcyan"
"XPR1","green","lightcyan"
"KIAA1614","brown","greenyellow"
"STX6","green","lightcyan"
"MR1","red","purple"
"IER5","turquoise","lightcyan"
"GLUL","purple","purple"
"RNASEL","blue","lightcyan"
"RGS16","pink","greenyellow"
"NPL","purple","purple"
"DHX9","green","lightcyan"
"LAMC1","greenyellow","greenyellow"
"LAMC2","grey","grey"
"NMNAT2","brown","greenyellow"
"SMG7","green","lightcyan"
"NCF2","purple","purple"
"ARPC5","yellow","lightyellow"
"RGL1","red","purple"
"COLGALT2","grey","grey"
"TSEN15","green","lightcyan"
"C1orf21","brown","greenyellow"
"EDEM3","green","lightcyan"
"NIBAN1","brown","greenyellow"
"RNF2","green","lightcyan"
"TRMT1L","green","lightcyan"
"SWT1","blue","lightcyan"
"IVNS1ABP","green","lightcyan"
"HMCN1","pink","greenyellow"
"PRG4","brown","greenyellow"
"TPR","blue","lightcyan"
"ODR4","green","lightcyan"
"OCLM","tan","tan"
"PTGS2","grey","grey"
"PLA2G4A","grey","grey"
"RGS18","purple","purple"
"RGS1","purple","purple"
"AL136454.1","midnightblue","midnightblue"
"RGS2","brown","greenyellow"
"UCHL5","yellow","lightyellow"
"RO60","blue","lightcyan"
"GLRX2","yellow","lightyellow"
"CDC73","green","lightcyan"
"B3GALT2","grey","grey"
"CFH","red","purple"
"ASPM","yellow","lightyellow"
"ZBTB41","green","lightcyan"
"DENND1B","blue","lightcyan"
"C1orf53","brown","greenyellow"
"NEK7","blue","lightcyan"
"PTPRC","red","purple"
"NR5A2","grey","grey"
"ZNF281","green","lightcyan"
"KIF14","yellow","lightyellow"
"DDX59","blue","lightcyan"
"CAMSAP2","blue","lightcyan"
"GPR25","red","purple"
"INAVA","turquoise","lightcyan"
"KIF21B","red","purple"
"ASCL5","grey","grey"
"TMEM9","salmon","lightyellow"
"PKP1","darkred","darkred"
"LAD1","brown","greenyellow"
"TNNI1","green","lightcyan"
"PHLDA3","pink","greenyellow"
"CSRP1","brown","greenyellow"
"NAV1","pink","greenyellow"
"IPO9","green","lightcyan"
"SHISA4","brown","greenyellow"
"LMOD1","brown","greenyellow"
"TIMM17A","yellow","lightyellow"
"RNPEP","yellow","lightyellow"
"ELF3","brown","greenyellow"
"GPR37L1","grey","grey"
"ARL8A","black","lightyellow"
"PTPN7","red","purple"
"LGR6","grey","grey"
"UBE2T","yellow","lightyellow"
"PPP1R12B","brown","greenyellow"
"KDM5B","blue","lightcyan"
"RABIF","green","lightcyan"
"KLHL12","green","lightcyan"
"ADIPOR1","green","lightcyan"
"CYB5R1","grey","grey"
"TMEM183A","green","lightcyan"
"ADORA1","pink","greenyellow"
"CHI3L1","purple","purple"
"CHIT1","purple","purple"
"BTG2","brown","greenyellow"
"FMOD","brown","greenyellow"
"PRELP","brown","greenyellow"
"ATP2B4","brown","greenyellow"
"LAX1","red","purple"
"ZC3H11A","blue","lightcyan"
"ZBED6","blue","lightcyan"
"SNRPE","yellow","lightyellow"
"SOX13","turquoise","lightcyan"
"ETNK2","brown","greenyellow"
"KISS1","grey","grey"
"GOLT1A","red","purple"
"PLEKHA6","turquoise","lightcyan"
"PPP1R15B","green","lightcyan"
"PIK3C2B","turquoise","lightcyan"
"MDM4","tan","tan"
"LRRN2","brown","greenyellow"
"NFASC","brown","greenyellow"
"TMEM81","green","lightcyan"
"RBBP5","green","lightcyan"
"DSTYK","blue","lightcyan"
"TMCC2","brown","greenyellow"
"NUAK2","grey","grey"
"KLHDC8A","greenyellow","greenyellow"
"LEMD1","grey","grey"
"BLACAT1","grey","grey"
"CDK18","turquoise","lightcyan"
"MFSD4A","grey","grey"
"ELK4","blue","lightcyan"
"SLC45A3","grey","grey"
"NUCKS1","green","lightcyan"
"RAB29","turquoise","lightcyan"
"SLC41A1","turquoise","lightcyan"
"SLC26A9","grey","grey"
"RAB7B","pink","greenyellow"
"CTSE","grey","grey"
"RHEX","red","purple"
"FAM72A","yellow","lightyellow"
"SRGAP2","turquoise","lightcyan"
"IKBKE","black","lightyellow"
"RASSF5","red","purple"
"EIF2D","turquoise","lightcyan"
"DYRK3","turquoise","lightcyan"
"MAPKAPK2","turquoise","lightcyan"
"IL10","purple","purple"
"IL24","red","purple"
"FCMR","red","purple"
"PIGR","grey","grey"
"FCAMR","red","purple"
"C1orf116","grey","grey"
"PFKFB2","green","lightcyan"
"YOD1","green","lightcyan"
"C4BPB","grey","grey"
"C4BPA","grey","grey"
"CD55","grey","grey"
"CR2","red","purple"
"CR1","red","purple"
"CD46","green","lightcyan"
"CD34","greenyellow","greenyellow"
"PLXNA2","turquoise","lightcyan"
"CAMK1G","purple","purple"
"LAMB3","grey","grey"
"G0S2","purple","purple"
"HSD11B1","purple","purple"
"TRAF3IP3","red","purple"
"C1orf74","yellow","lightyellow"
"IRF6","green","lightcyan"
"UTP25","green","lightcyan"
"SERTAD4","brown","greenyellow"
"HHAT","blue","lightcyan"
"RCOR3","blue","lightcyan"
"TRAF5","blue","lightcyan"
"SLC30A1","green","lightcyan"
"NEK2","yellow","lightyellow"
"LPGAT1","green","lightcyan"
"INTS7","green","lightcyan"
"DTL","yellow","lightyellow"
"PPP2R5A","green","lightcyan"
"PACC1","yellow","lightyellow"
"NENF","grey","grey"
"ATF3","grey","grey"
"BATF3","purple","purple"
"NSL1","green","lightcyan"
"TATDN3","green","lightcyan"
"SPATA45","grey","grey"
"FLVCR1","yellow","lightyellow"
"VASH2","brown","greenyellow"
"ANGEL2","blue","lightcyan"
"RPS6KC1","blue","lightcyan"
"PROX1","grey","grey"
"SMYD2","yellow","lightyellow"
"PTPN14","cyan","greenyellow"
"CENPF","yellow","lightyellow"
"KCNK2","brown","greenyellow"
"KCTD3","green","lightcyan"
"ESRRG","grey","grey"
"GPATCH2","green","lightcyan"
"SPATA17","grey","grey"
"RRP15","green","lightcyan"
"TGFB2","brown","greenyellow"
"LYPLAL1","grey","grey"
"BPNT1","green","lightcyan"
"IARS2","yellow","lightyellow"
"RAB3GAP2","blue","lightcyan"
"MARK1","brown","greenyellow"
"C1orf115","grey","grey"
"MARC2","grey","grey"
"MARC1","yellow","lightyellow"
"HLX","greenyellow","greenyellow"
"DUSP10","pink","greenyellow"
"TAF1A","green","lightcyan"
"MIA3","blue","lightcyan"
"AIDA","blue","lightcyan"
"BROX","green","lightcyan"
"FAM177B","grey","grey"
"DISP1","blue","lightcyan"
"TLR5","brown","greenyellow"
"SUSD4","grey","grey"
"CAPN8","grey","grey"
"CAPN2","blue","lightcyan"
"TP53BP2","green","lightcyan"
"FBXO28","green","lightcyan"
"DEGS1","pink","greenyellow"
"NVL","green","lightcyan"
"CNIH4","green","lightcyan"
"WDR26","blue","lightcyan"
"CNIH3","pink","greenyellow"
"DNAH14","grey","grey"
"LBR","green","lightcyan"
"ENAH","brown","greenyellow"
"SRP9","green","lightcyan"
"EPHX1","grey","grey"
"TMEM63A","turquoise","lightcyan"
"LEFTY1","grey","grey"
"PYCR2","black","lightyellow"
"SDE2","green","lightcyan"
"ACBD3","green","lightcyan"
"MIXL1","red","purple"
"LIN9","yellow","lightyellow"
"PARP1","green","lightcyan"
"STUM","brown","greenyellow"
"ITPKB","brown","greenyellow"
"PSEN2","turquoise","lightcyan"
"COQ8A","turquoise","lightcyan"
"CDC42BPA","blue","lightcyan"
"ZNF678","green","lightcyan"
"SNAP47","turquoise","lightcyan"
"JMJD4","grey60","lightyellow"
"WNT9A","brown","greenyellow"
"ARF1","yellow","lightyellow"
"C1orf35","magenta","lightyellow"
"MRPL55","magenta","lightyellow"
"GUK1","magenta","lightyellow"
"GJC2","brown","greenyellow"
"IBA57","turquoise","lightcyan"
"OBSCN","grey","grey"
"TRIM11","black","lightyellow"
"TRIM17","grey","grey"
"RNF187","black","lightyellow"
"RHOU","turquoise","lightcyan"
"RAB4A","green","lightcyan"
"CCSAP","green","lightcyan"
"ACTA1","brown","greenyellow"
"NUP133","green","lightcyan"
"ABCB10","green","lightcyan"
"TAF5L","green","lightcyan"
"URB2","green","lightcyan"
"GALNT2","turquoise","lightcyan"
"PGBD5","grey","grey"
"COG2","green","lightcyan"
"AGT","greenyellow","greenyellow"
"CAPN9","grey","grey"
"C1orf198","pink","greenyellow"
"TTC13","green","lightcyan"
"ARV1","grey","grey"
"FAM89A","grey","grey"
"C1orf131","yellow","lightyellow"
"GNPAT","green","lightcyan"
"EXOC8","blue","lightcyan"
"SPRTN","green","lightcyan"
"EGLN1","blue","lightcyan"
"TSNAX","green","lightcyan"
"DISC1","greenyellow","greenyellow"
"SIPA1L2","blue","lightcyan"
"MAP10","grey","grey"
"PCNX2","blue","lightcyan"
"MAP3K21","yellow","lightyellow"
"KCNK1","grey","grey"
"COA6","brown","greenyellow"
"TARBP1","green","lightcyan"
"IRF2BP2","turquoise","lightcyan"
"TOMM20","green","lightcyan"
"RBM34","tan","tan"
"ARID4B","blue","lightcyan"
"GGPS1","green","lightcyan"
"TBCE","green","lightcyan"
"B3GALNT2","blue","lightcyan"
"GNG4","grey","grey"
"LYST","blue","lightcyan"
"NID1","greenyellow","greenyellow"
"GPR137B","purple","purple"
"ERO1B","brown","greenyellow"
"EDARADD","grey","grey"
"LGALS8","blue","lightcyan"
"HEATR1","green","lightcyan"
"MTR","blue","lightcyan"
"RYR2","brown","greenyellow"
"CHRM3","grey","grey"
"GREM2","brown","greenyellow"
"RGS7","grey","grey"
"FH","yellow","lightyellow"
"KMO","red","purple"
"OPN3","turquoise","lightcyan"
"CHML","green","lightcyan"
"EXO1","yellow","lightyellow"
"MAP1LC3C","red","purple"
"CEP170","blue","lightcyan"
"SDCCAG8","blue","lightcyan"
"AKT3","brown","greenyellow"
"ZBTB18","blue","lightcyan"
"DESI2","green","lightcyan"
"COX20","turquoise","lightcyan"
"HNRNPU","black","lightyellow"
"EFCAB2","grey","grey"
"KIF26B","pink","greenyellow"
"TFB2M","yellow","lightyellow"
"CNST","blue","lightcyan"
"SCCPDH","green","lightcyan"
"AHCTF1","green","lightcyan"
"ZNF695","yellow","lightyellow"
"ZNF670","green","lightcyan"
"ZNF669","green","lightcyan"
"ZNF124","green","lightcyan"
"ZNF496","turquoise","lightcyan"
"NLRP3","purple","purple"
"LYPD8","grey","grey"
"SH3BP5L","turquoise","lightcyan"
"ZNF672","black","lightyellow"
"ZNF692","tan","tan"
"PGBD2","green","lightcyan"
"FAM110C","grey","grey"
"SH3YL1","grey","grey"
"ACP1","yellow","lightyellow"
"TMEM18","yellow","lightyellow"
"PXDN","greenyellow","greenyellow"
"EIPR1","yellow","lightyellow"
"TRAPPC12","turquoise","lightcyan"
"ADI1","yellow","lightyellow"
"RNASEH1","turquoise","lightcyan"
"RPS7","midnightblue","midnightblue"
"COLEC11","grey","grey"
"CMPK2","royalblue","royalblue"
"RSAD2","royalblue","royalblue"
"RNF144A","pink","greenyellow"
"ID2","grey","grey"
"KIDINS220","blue","lightcyan"
"MBOAT2","blue","lightcyan"
"ASAP2","turquoise","lightcyan"
"ITGB1BP1","grey","grey"
"CPSF3","yellow","lightyellow"
"IAH1","grey","grey"
"ADAM17","turquoise","lightcyan"
"YWHAQ","yellow","lightyellow"
"TAF1B","green","lightcyan"
"GRHL1","darkred","darkred"
"KLF11","cyan","greenyellow"
"CYS1","brown","greenyellow"
"RRM2","yellow","lightyellow"
"HPCAL1","grey","grey"
"ODC1","yellow","lightyellow"
"NOL10","yellow","lightyellow"
"ATP6V1C2","grey","grey"
"PDIA6","turquoise","lightcyan"
"KCNF1","grey","grey"
"SLC66A3","purple","purple"
"ROCK2","blue","lightcyan"
"E2F6","yellow","lightyellow"
"GREB1","brown","greenyellow"
"LPIN1","blue","lightcyan"
"TRIB2","turquoise","lightcyan"
"LRATD1","grey","grey"
"NBAS","turquoise","lightcyan"
"DDX1","yellow","lightyellow"
"MYCN","grey","grey"
"FAM49A","red","purple"
"VSNL1","grey","grey"
"SMC6","green","lightcyan"
"GEN1","yellow","lightyellow"
"KCNS3","brown","greenyellow"
"RDH14","green","lightcyan"
"OSR1","brown","greenyellow"
"TTC32","tan","tan"
"WDR35","blue","lightcyan"
"MATN3","pink","greenyellow"
"LAPTM4A","brown","greenyellow"
"SDC1","grey","grey"
"PUM2","blue","lightcyan"
"RHOB","brown","greenyellow"
"HS1BP3","turquoise","lightcyan"
"LDAH","green","lightcyan"
"APOB","grey","grey"
"KLHL29","brown","greenyellow"
